# Header: 
#   Title                 : 65-TB-159 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0859-003-3 
#   First Author          : A.Nord 
#   Institute             : (2GERIFS): Institute fuer Strahlenphysik, Stuttgart 
#   Reference             : (J,PR/C,54,2287,1996) 
#   Year                  : 1996 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 65 
#   A                     : 159 
#   Isomer                :  
#   Nuclide               : 65-TB-159 
# Reaction: 
#   EXFOR Reaction        : (65-TB-159(G,EL),,WID,,G) 
#   Incident Energy       : 1.2540e+06 eV - 3.3680e+06 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M08/M0859.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0859
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.2540E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.4000E-02   5.0000E-03          NAN          NAN          NAN          NAN
   1.3170E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.8000E-03   1.9000E-03          NAN          NAN          NAN          NAN
   1.6370E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.5000E-03   1.6000E-03          NAN          NAN          NAN          NAN
   1.7090E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.2000E-03   1.8000E-03          NAN          NAN          NAN          NAN
   1.8960E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E-03   1.1000E-03          NAN          NAN          NAN          NAN
   2.0200E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.1000E-03   1.3000E-03          NAN          NAN          NAN          NAN
   2.1160E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E-02   3.0000E-03          NAN          NAN          NAN          NAN
   2.1830E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.2000E-03   5.0000E-04          NAN          NAN          NAN          NAN
   2.1920E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.0000E-03   3.0000E-03          NAN          NAN          NAN          NAN
   2.2190E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.2000E-03   1.0000E-04          NAN          NAN          NAN          NAN
   2.2230E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.4000E-03   8.0000E-04          NAN          NAN          NAN          NAN
   2.2570E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.0000E-03   3.0000E-03          NAN          NAN          NAN          NAN
   2.2700E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E-03   8.0000E-04          NAN          NAN          NAN          NAN
   2.3190E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.2000E-02   2.0000E-03          NAN          NAN          NAN          NAN
   2.3390E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.1500E-02   1.9000E-03          NAN          NAN          NAN          NAN
   2.3590E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.6000E-03   7.0000E-04          NAN          NAN          NAN          NAN
   2.3720E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.1000E-03   6.0000E-04          NAN          NAN          NAN          NAN
   2.4340E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.5000E-03   1.7000E-03          NAN          NAN          NAN          NAN
   2.4450E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.4000E-03   4.0000E-04          NAN          NAN          NAN          NAN
   2.5900E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.8000E-03   8.0000E-04          NAN          NAN          NAN          NAN
   2.5950E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.0000E-03   2.0000E-03          NAN          NAN          NAN          NAN
   2.6380E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.0000E-03   2.0000E-03          NAN          NAN          NAN          NAN
   2.6510E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.0000E-03   2.0000E-03          NAN          NAN          NAN          NAN
   2.6770E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.2000E-03   5.0000E-04          NAN          NAN          NAN          NAN
   2.7010E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.2000E-03   9.0000E-04          NAN          NAN          NAN          NAN
   2.7180E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.0000E-03   2.0000E-03          NAN          NAN          NAN          NAN
   2.7550E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.0000E-03   3.0000E-03          NAN          NAN          NAN          NAN
   2.7870E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.4000E-03   1.4000E-03          NAN          NAN          NAN          NAN
   2.8310E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.6000E-03   7.0000E-04          NAN          NAN          NAN          NAN
   2.8550E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.0000E-03   2.0000E-03          NAN          NAN          NAN          NAN
   2.8700E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.1000E-02   3.0000E-03          NAN          NAN          NAN          NAN
   2.8810E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.8000E-02   4.0000E-03          NAN          NAN          NAN          NAN
   2.8900E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.3000E-03   8.0000E-04          NAN          NAN          NAN          NAN
   2.9030E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.7900E-02   1.7000E-03          NAN          NAN          NAN          NAN
   2.9180E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E-02   3.0000E-03          NAN          NAN          NAN          NAN
   2.9240E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E-03   2.0000E-03          NAN          NAN          NAN          NAN
