# Header: 
#   Title                 : 48-CD-113 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : C.M.Frankle 
#   Institute             : (1USALAS): Los Alamos National Laboratory, NM 
#   Reference             : (J,PR/C,45,2143,9205) 
#   Year                  : 1992 
#   Facility              : (MESON): Meson facility 
# Target: 
#   Z                     : 48 
#   A                     : 113 
#   Nuclide               : 48-CD-113 
# Reaction: 
#   entry-subent-pointer  :['13545-002-3'] 
#   EXFOR reaction        :['(48-CD-113(N,G),,WID)'] 
#   incident energy       : 7.0000e+00 eV - 4.9240e+02 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/135/13545.x4 
#   nds                   : https://nds.iaea.org/EXFOR/13545
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 2.1800E+01 2.9000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 3.3000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 3.7000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 5.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 6.6000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 7.0000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 1.1000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 1.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 1.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 1.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 1.6000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 1.7000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 1.9000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 2.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 2.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 2.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 3.0000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 3.2000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1800E+01 3.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 1.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 2.9000E-01        NAN        1.0        NAN        NAN 1.2800E-01 1.5000E-02        NAN        NAN        NAN        NAN
 4.3150E+01 3.3000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 3.7000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 5.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 6.6000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 7.0000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 1.1000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 1.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 1.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 1.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 1.6000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 1.7000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 1.9000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 2.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 2.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 2.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 3.0000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 3.2000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3150E+01 3.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 1.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 2.9000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 3.3000E-01        NAN        1.0        NAN        NAN 1.6000E-01 2.0000E-02        NAN        NAN        NAN        NAN
 4.9620E+01 3.7000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 5.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 6.6000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 7.0000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 1.1000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 1.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 1.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 1.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 1.6000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 1.7000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 1.9000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 2.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 2.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 2.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 3.0000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 3.2000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9620E+01 3.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 1.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 2.9000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 3.3000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 3.7000E-01        NAN        1.0        NAN        NAN 1.6900E-01 2.0000E-02        NAN        NAN        NAN        NAN
 5.6000E+01 5.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 6.6000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 7.0000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 1.1000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 1.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 1.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 1.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 1.6000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 1.7000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 1.9000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 2.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 2.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 2.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 3.0000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 3.2000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.6000E+01 3.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 1.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 2.9000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 3.3000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 3.7000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 5.5000E-01        NAN        1.0        NAN        NAN 1.1300E-01 2.5000E-02        NAN        NAN        NAN        NAN
 8.1640E+01 6.6000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 7.0000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 1.1000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 1.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 1.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 1.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 1.6000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 1.7000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 1.9000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 2.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 2.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 2.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 3.0000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 3.2000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1640E+01 3.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 1.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 2.9000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 3.3000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 3.7000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 5.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 6.6000E-01        NAN        1.0        NAN        NAN 2.2500E-01 3.0000E-02        NAN        NAN        NAN        NAN
 9.8180E+01 7.0000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 1.1000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 1.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 1.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 1.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 1.6000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 1.7000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 1.9000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 2.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 2.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 2.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 3.0000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 3.2000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8180E+01 3.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 1.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 2.9000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 3.3000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 3.7000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 5.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 6.6000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 7.0000E-01        NAN        1.0        NAN        NAN 1.1700E-01 2.5000E-02        NAN        NAN        NAN        NAN
 1.0200E+02 1.1000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 1.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 1.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 1.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 1.6000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 1.7000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 1.9000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 2.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 2.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 2.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 3.0000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 3.2000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0200E+02 3.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 1.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 2.9000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 3.3000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 3.7000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 5.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 6.6000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 7.0000E-01        NAN        1.0        NAN        NAN 1.5100E-01 3.0000E-02        NAN        NAN        NAN        NAN
 1.0610E+02 1.1000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 1.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 1.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 1.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 1.6000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 1.7000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 1.9000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 2.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 2.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 2.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 3.0000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 3.2000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0610E+02 3.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 1.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 2.9000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 3.3000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 3.7000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 5.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 6.6000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 7.0000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 1.1000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 1.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 1.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 1.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 1.6000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 1.7000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 1.9000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 2.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 2.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 2.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 3.0000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 3.2000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6600E+02 3.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 1.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 2.9000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 3.3000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 3.7000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 5.5000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 6.6000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 7.0000E-01        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 1.1000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 1.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 1.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 1.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 1.6000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 1.7000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 1.9000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 2.3000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 2.4000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9480E+02 2.5000E+00        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
