# Header: 
#   Title                 : 20-CA-41 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : S.Vermote 
#   Institute             : (2BLGGHT): Universiteit Gent, Gent 
#   Reference             : (J,PR/C,85,015803,2012) 
#   Year                  : 2012 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 20 
#   A                     : 41 
#   Nuclide               : 20-CA-41 
# Reaction: 
#   entry-subent-pointer  :['23083-004-2'] 
#   EXFOR reaction        :['(20-CA-41(N,TOT),,WID)'] 
#   incident energy       : 1.0900e+03 eV - 3.8850e+04 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/230/23083.x4 
#   nds                   : https://nds.iaea.org/EXFOR/23083
#
#    E_in(eV)    dE_in(eV)          J          L      (N,TOT)     d(N,TOT)        (N,G)       d(N,G)        (N,EL)     d(N,EL)        (N,F)       d(N,F)        (N,A)       d(N,A)
   1.0900E+03   7.0000E+01        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.4900E+03   1.0000E+01        NAN        NAN   4.0000E+01   2.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.1700E+03   6.0000E+01        NAN        NAN   2.6000E+02   2.6000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.7250E+03   7.5000E+01        NAN        NAN   1.2500E+02   1.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.4725E+04   7.5000E+01        NAN        NAN   1.7500E+02   1.4000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.8450E+04   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.9430E+04   1.5000E+02        NAN        NAN   4.2000E+02   1.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.3080E+04   2.0000E+02        NAN        NAN   6.0000E+02   2.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.6100E+04   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.9700E+04   7.0000E+02        NAN        NAN   1.2500E+03   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.3700E+04   7.0000E+02        NAN        NAN   1.0000E+03   6.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8850E+04   1.2000E+03        NAN        NAN   2.0000E+03   1.2000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
