# Header: 
#   Title                 : 56-BA-135 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : 20688-013-2 
#   First Author          : R.N.Alves 
#   Institute             : (2FR SAC): CEA/Saclay 
#   Reference             : (J,NP/A,134,118,1969) 
#   Year                  : 1969 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 56 
#   A                     : 135 
#   Isomer                :  
#   Nuclide               : 56-BA-135 
# Reaction: 
#   EXFOR Reaction        : (56-BA-135(N,EL),,WID,,G) 
#   Incident Energy       : 2.4000e+01 eV - 1.2770e+03 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/206/20688.x4 
#   nds                   : https://nds.iaea.org/EXFOR/20688
#
#    E_in(eV)    dE_in(eV)          J          L      (N,TOT)     d(N,TOT)        (N,G)       d(N,G)        (N,EL)     d(N,EL)        (N,F)       d(N,F)        (N,A)       d(N,A)
   2.4000E+01          NAN        1.0        NAN          NAN          NAN          NAN          NAN   5.9000E-03          NAN          NAN          NAN          NAN          NAN
   8.2000E+01          NAN        2.0        NAN          NAN          NAN          NAN          NAN   9.7300E-02          NAN          NAN          NAN          NAN          NAN
   8.8000E+01          NAN        2.0        NAN          NAN          NAN          NAN          NAN   4.0500E-02          NAN          NAN          NAN          NAN          NAN
   1.0400E+02          NAN        1.0        NAN          NAN          NAN          NAN          NAN   6.2000E-02          NAN          NAN          NAN          NAN          NAN
   1.0440E+02          NAN        2.0        NAN          NAN          NAN          NAN          NAN   7.2000E-03          NAN          NAN          NAN          NAN          NAN
   2.2000E+02          NAN        2.0        NAN          NAN          NAN          NAN          NAN   4.5000E-02          NAN          NAN          NAN          NAN          NAN
   2.8200E+02          NAN        2.0        NAN          NAN          NAN          NAN          NAN   2.0100E-01          NAN          NAN          NAN          NAN          NAN
   3.1490E+02          NAN        2.0        NAN          NAN          NAN          NAN          NAN   5.0000E-02          NAN          NAN          NAN          NAN          NAN
   3.7600E+02          NAN        1.0        NAN          NAN          NAN          NAN          NAN   6.9000E-02          NAN          NAN          NAN          NAN          NAN
   4.0520E+02          NAN        2.0        NAN          NAN          NAN          NAN          NAN   3.3000E-01          NAN          NAN          NAN          NAN          NAN
   4.3300E+02          NAN        2.0        NAN          NAN          NAN          NAN          NAN   1.2000E-02          NAN          NAN          NAN          NAN          NAN
   4.6600E+02          NAN        2.0        NAN          NAN          NAN          NAN          NAN   4.5000E-02          NAN          NAN          NAN          NAN          NAN
   6.4900E+02          NAN        1.0        NAN          NAN          NAN          NAN          NAN   6.1000E-02          NAN          NAN          NAN          NAN          NAN
   6.5100E+02          NAN        2.0        NAN          NAN          NAN          NAN          NAN   6.6000E-02          NAN          NAN          NAN          NAN          NAN
   7.2100E+02          NAN        2.0        NAN          NAN          NAN          NAN          NAN   4.7000E-02          NAN          NAN          NAN          NAN          NAN
   8.8000E+02          NAN        2.0        NAN          NAN          NAN          NAN          NAN   7.4000E-01          NAN          NAN          NAN          NAN          NAN
   9.4000E+02          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.7000E-01          NAN          NAN          NAN          NAN          NAN
   1.1970E+03          NAN        2.0        NAN          NAN          NAN          NAN          NAN   8.3000E-01          NAN          NAN          NAN          NAN          NAN
   1.2240E+03          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.5400E-01          NAN          NAN          NAN          NAN          NAN
   1.2770E+03          NAN        2.0        NAN          NAN          NAN          NAN          NAN   1.8000E-01          NAN          NAN          NAN          NAN          NAN
